ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
GUC -> DFW,129,8,678.0,6.2015503875969,GUC,DFW,2276,48.497762625186446,93.640626787144
ASE -> ATL,101,8,1304.0,7.920792079207921,ASE,ATL,2277,48.51907095674409,93.64977696442868
LIT -> LGA,75,8,1085.0,10.666666666666668,LIT,LGA,2278,48.54037928830173,93.65892714171336
HNL -> KOA,6390,7,163.0,0.10954616588419405,HNL,KOA,2279,48.56168761985937,93.66693354683747
SEA -> SJC,4029,7,697.0,0.1737403822288409,SEA,SJC,2280,48.582995951417004,93.67493995196156
SLC -> LAS,3731,7,368.0,0.18761726078799248,SLC,LAS,2281,48.60430428297464,93.68294635708567
SEA -> SLC,3463,7,689.0,0.20213687554143808,SEA,SLC,2282,48.62561261453228,93.69095276220976
LAX -> PDX,3278,7,834.0,0.21354484441732766,LAX,PDX,2283,48.64692094608992,93.69895916733387
SEA -> OAK,3235,7,671.7564142194746,0.21638330757341576,SEA,OAK,2284,48.66822927764756,93.70696557245796
SFO -> ATL,3127,7,2139.0,0.2238567316917173,SFO,ATL,2285,48.689537609205196,93.71497197758207
LAS -> DTW,2931,7,1749.0,0.2388263391334016,LAS,DTW,2286,48.71084594076284,93.72297838270617
LAS -> PDX,2582,7,763.0,0.2711076684740511,LAS,PDX,2287,48.73215427232048,93.73098478783027
SJU -> MIA,2436,7,1045.0,0.28735632183908044,SJU,MIA,2288,48.75346260387812,93.73899119295437
MKE -> MSP,2237,7,297.0,0.31291908806437196,MKE,MSP,2289,48.774770935435754,93.74699759807847
MSP -> MKE,2204,7,297.0,0.3176043557168784,MSP,MKE,2290,48.796079266993395,93.75500400320256
TPA -> DTW,2134,7,983.0,0.32802249297094654,TPA,DTW,2291,48.81738759855103,93.76301040832666
LAX -> DTW,2003,7,1979.0,0.3494757863205192,LAX,DTW,2292,48.83869593010867,93.77101681345076
FLL -> IAH,1849,7,965.7155219037318,0.3785830178474851,FLL,IAH,2293,48.86000426166631,93.77902321857486
SLC -> SJC,1671,7,584.0,0.41891083183722316,SLC,SJC,2294,48.88131259322395,93.78702962369896
MCI -> LAS,1611,7,1139.0,0.4345127250155183,MCI,LAS,2295,48.90262092478159,93.79503602882305
PHX -> BWI,1603,7,1999.0,0.43668122270742354,PHX,BWI,2296,48.92392925633923,93.80304243394716
MSY -> DEN,1584,7,1062.0,0.4419191919191919,MSY,DEN,2297,48.94523758789687,93.81104883907125
PHX -> AUS,1581,7,872.0,0.4427577482605946,PHX,AUS,2298,48.966545919454504,93.81905524419535
HOU -> LAX,1540,7,1390.0,0.45454545454545453,HOU,LAX,2299,48.987854251012145,93.82706164931946
STL -> MCO,1529,7,882.0,0.45781556572923476,STL,MCO,2300,49.009162582569786,93.83506805444355
ATL -> EYW,1423,7,646.0,0.4919184820801124,ATL,EYW,2301,49.03047091412742,93.84307445956766
PHX -> MKE,1409,7,1460.0,0.49680624556423,PHX,MKE,2302,49.05177924568506,93.85108086469175
HOU -> PHX,1388,7,1020.0,0.5043227665706052,HOU,PHX,2303,49.0730875772427,93.85908726981586
KOA -> LAX,1385,7,2504.0,0.5054151624548736,KOA,LAX,2304,49.094395908800344,93.86709367493995
CLE -> LAS,1380,7,1824.0,0.5072463768115941,CLE,LAS,2305,49.115704240357985,93.87510008006406
RNO -> DEN,1364,7,804.0,0.5131964809384164,RNO,DEN,2306,49.13701257191562,93.88310648518815
LAX -> LIH,1303,7,2615.0,0.5372217958557176,LAX,LIH,2307,49.15832090347326,93.89111289031224
ATL -> SGF,1294,7,563.0,0.5409582689335394,ATL,SGF,2308,49.179629235030895,93.89911929543635
IND -> MCO,1289,7,829.0,0.5430566330488751,IND,MCO,2309,49.200937566588536,93.90712570056044
OMA -> MSP,1271,7,282.0,0.5507474429583006,OMA,MSP,2310,49.22224589814618,93.91513210568455
IAH -> CLE,1166,7,1091.0,0.6003430531732418,IAH,CLE,2311,49.24355422970381,93.92313851080864
CSG -> ATL,1068,7,83.0,0.6554307116104869,CSG,ATL,2312,49.26486256126145,93.93114491593275
ISN -> MSP,1063,7,546.0,0.658513640639699,ISN,MSP,2313,49.286170892819094,93.93915132105684
CMH -> PHX,1054,7,1670.0,0.6641366223908919,CMH,PHX,2314,49.307479224376735,93.94715772618095
CMH -> MCO,1052,7,802.0,0.6653992395437262,CMH,MCO,2315,49.32878755593437,93.95516413130505
BOI -> SEA,1039,7,399.0,0.6737247353224254,BOI,SEA,2316,49.35009588749201,93.96317053642915
BWI -> MSP,1039,7,936.0,0.6737247353224254,BWI,MSP,2317,49.371404219049644,93.97117694155325
LAX -> DCA,1000,7,2311.0,0.7000000000000001,LAX,DCA,2318,49.392712550607285,93.97918334667735
IAD -> TPA,989,7,811.0,0.7077856420626896,IAD,TPA,2319,49.41402088216493,93.98718975180144
MCI -> LAX,981,7,1363.0,0.7135575942915392,MCI,LAX,2320,49.43532921372257,93.99519615692554
MSY -> DTW,979,7,926.0,0.7150153217568949,MSY,DTW,2321,49.4566375452802,94.00320256204964
TPA -> HOU,965,7,781.0,0.7253886010362695,TPA,HOU,2322,49.47794587683784,94.01120896717374
BUR -> PDX,958,7,817.0,0.7306889352818371,BUR,PDX,2323,49.499254208395485,94.01921537229784
DAL -> TUL,939,7,237.0,0.7454739084132056,DAL,TUL,2324,49.520562539953126,94.02722177742193
HOU -> TUL,923,7,453.0,0.7583965330444203,HOU,TUL,2325,49.54187087151076,94.03522818254604
ATL -> ABE,904,7,692.0,0.7743362831858407,ATL,ABE,2326,49.563179203068394,94.04323458767013
RDU -> DEN,901,7,1436.0,0.776914539400666,RDU,DEN,2327,49.584487534626035,94.05124099279423
ONT -> SEA,900,7,956.0,0.7777777777777778,ONT,SEA,2328,49.605795866183676,94.05924739791833
BNA -> LAS,891,7,1587.0,0.7856341189674524,BNA,LAS,2329,49.62710419774132,94.06725380304243
LAS -> BNA,885,7,1587.0,0.7909604519774011,LAS,BNA,2330,49.64841252929896,94.07526020816654
ATL -> ABY,876,7,145.0,0.7990867579908676,ATL,ABY,2331,49.6697208608566,94.08326661329063
BFL -> PHX,875,7,425.0,0.8,BFL,PHX,2332,49.691029192414234,94.09127301841474
DEN -> JFK,816,7,1626.0,0.857843137254902,DEN,JFK,2333,49.712337523971875,94.09927942353883
ACY -> MCO,794,7,852.0,0.8816120906801008,ACY,MCO,2334,49.73364585552951,94.10728582866294
LGB -> SEA,793,7,965.0,0.8827238335435058,LGB,SEA,2335,49.75495418708715,94.11529223378703
PSP -> LAX,729,7,110.0,0.9602194787379973,PSP,LAX,2336,49.77626251864479,94.12329863891112
LAX -> PSP,724,7,110.0,0.9668508287292817,LAX,PSP,2337,49.797570850202426,94.13130504403523
ONT -> PDX,723,7,838.0,0.9681881051175657,ONT,PDX,2338,49.81887918176007,94.13931144915932
DTW -> IAD,698,7,383.0,1.002865329512894,DTW,IAD,2339,49.84018751331771,94.14731785428343
BHM -> DAL,686,7,587.0,1.0204081632653061,BHM,DAL,2340,49.86149584487535,94.15532425940752
DTW -> CLE,679,7,95.0,1.0309278350515463,DTW,CLE,2341,49.88280417643299,94.16333066453163
MDW -> PDX,649,7,1751.0,1.078582434514638,MDW,PDX,2342,49.904112507990625,94.17133706965572
PDX -> MDW,648,7,1751.0,1.0802469135802468,PDX,MDW,2343,49.92542083954826,94.17934347477981
SMF -> IAH,647,7,1609.0,1.0819165378670788,SMF,IAH,2344,49.9467291711059,94.18734987990392
BNA -> BOS,638,7,942.0,1.09717868338558,BNA,BOS,2345,49.96803750266354,94.19535628502803
DCA -> MCI,637,7,949.0,1.098901098901099,DCA,MCI,2346,49.98934583422118,94.20336269015212
DEN -> GCC,634,7,313.0,1.1041009463722398,DEN,GCC,2347,50.010654165778824,94.21136909527623
GCC -> DEN,634,7,313.0,1.1041009463722398,GCC,DEN,2348,50.03196249733646,94.21937550040032
BOS -> BNA,628,7,942.0,1.1146496815286624,BOS,BNA,2349,50.0532708288941,94.22738190552442
BNA -> STL,627,7,272.0,1.1164274322169059,BNA,STL,2350,50.07457916045174,94.23538831064852
CMH -> BNA,624,7,337.0,1.1217948717948718,CMH,BNA,2351,50.095887492009375,94.24339471577262
MEM -> HOU,624,7,484.0,1.1217948717948718,MEM,HOU,2352,50.117195823567016,94.25140112089672
RSW -> IAH,621,7,861.0,1.1272141706924315,RSW,IAH,2353,50.13850415512465,94.25940752602082
PHL -> STL,610,7,814.0,1.1475409836065573,PHL,STL,2354,50.1598124866823,94.26741393114492
MIA -> CVG,609,7,948.0,1.1494252873563218,MIA,CVG,2355,50.18112081823993,94.27542033626901
DEN -> BFL,608,7,845.0,1.151315789473684,DEN,BFL,2356,50.20242914979757,94.28342674139311
ORD -> TUS,606,7,1437.0,1.155115511551155,ORD,TUS,2357,50.223737481355215,94.2914331465172
ORF -> CLT,603,7,290.0,1.1608623548922055,ORF,CLT,2358,50.24504581291285,94.29943955164131
ICT -> DAL,597,7,333.0,1.1725293132328307,ICT,DAL,2359,50.26635414447049,94.3074459567654
DEN -> SDF,595,7,1024.0,1.1764705882352942,DEN,SDF,2360,50.287662476028125,94.31545236188951
MIA -> CMH,595,7,990.0,1.1764705882352942,MIA,CMH,2361,50.308970807585766,94.32345876701362
MSP -> BRD,588,7,114.0,1.1904761904761905,MSP,BRD,2362,50.33027913914341,94.33146517213771
BRD -> MSP,587,7,114.0,1.192504258943782,BRD,MSP,2363,50.35158747070104,94.33947157726182
BNA -> SAT,574,7,822.0,1.2195121951219512,BNA,SAT,2364,50.37289580225869,94.34747798238591
IAH -> ECP,543,7,572.0,1.289134438305709,IAH,ECP,2365,50.394204133816324,94.35548438751002
ORD -> SMF,534,7,1781.0,1.3108614232209739,ORD,SMF,2366,50.41551246537396,94.36349079263411
MDT -> DTW,525,7,371.0,1.3333333333333335,MDT,DTW,2367,50.436820796931606,94.3714971977582
SDF -> DEN,523,7,1024.0,1.338432122370937,SDF,DEN,2368,50.45812912848924,94.37950360288231
DTW -> LEX,501,7,296.0,1.3972055888223553,DTW,LEX,2369,50.47943746004688,94.3875100080064
TTN -> MCO,486,7,896.0,1.440329218106996,TTN,MCO,2370,50.500745791604515,94.39551641313051
SJC -> IAH,462,7,1608.0,1.5151515151515151,SJC,IAH,2371,50.52205412316215,94.4035228182546
IAH -> DSM,443,7,802.0,1.580135440180587,IAH,DSM,2372,50.5433624547198,94.4115292233787
SDF -> IAH,413,7,788.0,1.694915254237288,SDF,IAH,2373,50.56467078627743,94.4195356285028
DTW -> GSO,409,7,460.0,1.7114914425427872,DTW,GSO,2374,50.58597911783508,94.42754203362689
IAD -> RDU,406,7,224.0,1.7241379310344827,IAD,RDU,2375,50.607287449392715,94.435548438751
RST -> MSP,406,7,76.0,1.7241379310344827,RST,MSP,2376,50.62859578095035,94.4435548438751
AUS -> BOS,402,7,1698.0,1.7412935323383085,AUS,BOS,2377,50.64990411250799,94.4515612489992
RDU -> CLE,389,7,416.0,1.7994858611825193,RDU,CLE,2378,50.67121244406563,94.4595676541233
CLE -> RDU,387,7,416.0,1.8087855297157622,CLE,RDU,2379,50.69252077562327,94.4675740592474
STT -> CLT,363,7,1520.0,1.9283746556473829,STT,CLT,2380,50.713829107180906,94.4755804643715
LIH -> PHX,343,7,2979.0,2.0408163265306123,LIH,PHX,2381,50.73513743873854,94.4835868694956
OKC -> BWI,334,7,1180.0,2.095808383233533,OKC,BWI,2382,50.75644577029619,94.4915932746197
DFW -> CMI,332,7,692.2710843373494,2.108433734939759,DFW,CMI,2383,50.77775410185382,94.4995996797438
WRG -> KTN,332,7,82.0,2.108433734939759,WRG,KTN,2384,50.79906243341147,94.50760608486789
MSP -> RIC,328,7,970.0,2.1341463414634148,MSP,RIC,2385,50.820370764969105,94.515612489992
LIT -> BWI,320,7,912.0,2.1875,LIT,BWI,2386,50.84167909652674,94.52361889511609
ORD -> SRQ,319,7,1050.0,2.19435736677116,ORD,SRQ,2387,50.86298742808438,94.5316253002402
CAK -> BOS,299,7,549.0,2.341137123745819,CAK,BOS,2388,50.884295759642015,94.53963170536429
CLT -> TTN,299,7,484.0,2.341137123745819,CLT,TTN,2389,50.90560409119966,94.54763811048838
HSV -> DFW,279,7,603.0,2.5089605734767026,HSV,DFW,2390,50.9269124227573,94.55564451561249
EWR -> SAT,257,7,1569.0,2.7237354085603114,EWR,SAT,2391,50.94822075431493,94.56365092073659
SFO -> OTH,248,7,412.0,2.82258064516129,SFO,OTH,2392,50.96952908587258,94.5716573258607
DTW -> MLI,218,7,373.0,3.211009174311927,DTW,MLI,2393,50.990837417430214,94.57966373098479
MLI -> DTW,210,7,373.0,3.3333333333333335,MLI,DTW,2394,51.012145748987855,94.5876701361089
IAD -> CAE,193,7,401.0,3.6269430051813467,IAD,CAE,2395,51.033454080545496,94.59567654123299
DSM -> EWR,191,7,1017.0,3.664921465968586,DSM,EWR,2396,51.05476241210313,94.60368294635708
BDL -> RDU,183,7,532.0,3.825136612021858,BDL,RDU,2397,51.07607074366077,94.61168935148119
LGA -> PHL,183,7,96.0,3.825136612021858,LGA,PHL,2398,51.097379075218406,94.61969575660528
EWR -> ALB,170,7,143.0,4.117647058823529,EWR,ALB,2399,51.118687406776054,94.62770216172939
OKC -> EWR,159,7,1325.0,4.40251572327044,OKC,EWR,2400,51.13999573833369,94.63570856685348
TTN -> UST,152,7,801.0,4.605263157894736,TTN,UST,2401,51.16130406989132,94.64371497197757
DFW -> GUC,129,7,678.0,5.426356589147287,DFW,GUC,2402,51.18261240144897,94.65172137710168
EWR -> CAK,117,7,382.0,5.982905982905983,EWR,CAK,2403,51.203920733006605,94.65972778222577
ORD -> EGE,109,7,1007.0,6.422018348623854,ORD,EGE,2404,51.225229064564246,94.66773418734988
LGA -> CVG,108,7,585.0,6.481481481481481,LGA,CVG,2405,51.24653739612188,94.67574059247397
ADK -> ANC,96,7,1192.0,7.291666666666667,ADK,ANC,2406,51.267845727679514,94.68374699759808
ANC -> ADK,96,7,1192.0,7.291666666666667,ANC,ADK,2407,51.28915405923716,94.69175340272218
PDX -> LAX,3279,6,834.0,0.18298261665141813,PDX,LAX,2408,51.3104623907948,94.69861603568569
PHX -> PDX,3102,6,1009.0,0.19342359767891684,PHX,PDX,2409,51.331770722352445,94.7054786686492
CLT -> PHX,2842,6,1773.0,0.211118930330753,CLT,PHX,2410,51.35307905391008,94.71234130161272
DTW -> FLL,2624,6,1127.0,0.22865853658536583,DTW,FLL,2411,51.37438738546771,94.71920393457623
MIA -> SJU,2438,6,1045.0,0.2461033634126333,MIA,SJU,2412,51.39569571702536,94.72606656753975
SAN -> SLC,2266,6,626.0,0.264783759929391,SAN,SLC,2413,51.417004048582996,94.73292920050326
DTW -> TPA,2133,6,983.0,0.2812939521800281,DTW,TPA,2414,51.43831238014064,94.73979183346677
SLC -> LGB,1952,6,588.0,0.3073770491803279,SLC,LGB,2415,51.45962071169827,94.74665446643029
MCI -> MSP,1904,6,393.0,0.31512605042016806,MCI,MSP,2416,51.48092904325592,94.7535170993938
MSP -> MCI,1897,6,393.0,0.316288877174486,MSP,MCI,2417,51.502237374813554,94.76037973235731
LAX -> MSY,1859,6,1670.0,0.32275416890801506,LAX,MSY,2418,51.52354570637119,94.76724236532083
HNL -> SEA,1744,6,2677.0,0.34403669724770647,HNL,SEA,2419,51.544854037928836,94.77410499828434
PHX -> RNO,1718,6,601.0,0.3492433061699651,PHX,RNO,2420,51.56616236948647,94.78096763124786
FAR -> MSP,1715,6,223.0,0.3498542274052478,FAR,MSP,2421,51.58747070104411,94.78783026421137
DCA -> MSP,1654,6,931.0,0.36275695284159615,DCA,MSP,2422,51.608779032601745,94.79469289717488
DTW -> RSW,1613,6,1084.0,0.3719776813391197,DTW,RSW,2423,51.63008736415938,94.80155553013839
LAS -> MCI,1608,6,1139.0,0.3731343283582089,LAS,MCI,2424,51.65139569571703,94.80841816310192
CLT -> LAS,1553,6,1916.0,0.38634900193174504,CLT,LAS,2425,51.67270402727466,94.81528079606542
PHX -> SAT,1549,6,843.0,0.38734667527437056,PHX,SAT,2426,51.69401235883231,94.82214342902894
LAX -> STL,1468,6,1592.0,0.4087193460490463,LAX,STL,2427,51.715320690389945,94.82900606199244
HOU -> LAS,1424,6,1235.0,0.42134831460674155,HOU,LAS,2428,51.73662902194758,94.83586869495596
EYW -> ATL,1423,6,646.0,0.4216444132115249,EYW,ATL,2429,51.75793735350523,94.84273132791948
MCI -> DTW,1421,6,629.0,0.422237860661506,MCI,DTW,2430,51.77924568506286,94.849593960883
MCO -> HOU,1421,6,849.0,0.422237860661506,MCO,HOU,2431,51.8005540166205,94.8564565938465
LAS -> MIA,1395,6,2174.0,0.43010752688172044,LAS,MIA,2432,51.821862348178136,94.86331922681002
MCO -> CLE,1383,6,895.0,0.43383947939262474,MCO,CLE,2433,51.84317067973577,94.87018185977352
GEG -> DEN,1343,6,836.0,0.4467609828741623,GEG,DEN,2434,51.86447901129342,94.87704449273706
DEN -> MIA,1342,6,1709.0,0.44709388971684055,DEN,MIA,2435,51.88578734285105,94.88390712570056
DTW -> GRR,1342,6,120.0,0.44709388971684055,DTW,GRR,2436,51.9070956744087,94.89076975866408
MSP -> RAP,1326,6,489.0,0.4524886877828055,MSP,RAP,2437,51.928404005966335,94.89763239162758
DAL -> SFO,1319,6,1476.0,0.45489006823351025,DAL,SFO,2438,51.94971233752397,94.90449502459111
SAT -> LAS,1275,6,1069.0,0.4705882352941176,SAT,LAS,2439,51.97102066908161,94.91135765755462
MKE -> MCO,1253,6,1066.0,0.4788507581803671,MKE,MCO,2440,51.992329000639245,94.91822029051814
OMA -> PHX,1249,6,1037.0,0.4803843074459567,OMA,PHX,2441,52.01363733219689,94.92508292348164
HOU -> STL,1211,6,687.0,0.495458298926507,HOU,STL,2442,52.03494566375453,94.93194555644516
LAS -> IAD,1171,6,2065.0,0.5123825789923143,LAS,IAD,2443,52.05625399531216,94.93880818940868
CLT -> CLE,1156,6,430.0,0.5190311418685121,CLT,CLE,2444,52.07756232686981,94.94567082237218
SNA -> PDX,1146,6,859.0,0.5235602094240838,SNA,PDX,2445,52.098870658427444,94.9525334553357
MSY -> MCO,1141,6,551.0,0.5258545135845749,MSY,MCO,2446,52.12017898998509,94.95939608829921
LAS -> MKE,1099,6,1524.0,0.5459508644222021,LAS,MKE,2447,52.141487321542726,94.96625872126272
MSP -> GRB,1055,6,252.0,0.5687203791469194,MSP,GRB,2448,52.16279565310036,94.97312135422624
LAS -> FLL,1033,6,2173.0,0.5808325266214909,LAS,FLL,2449,52.184103984658,94.97998398718975
RDU -> MIA,1016,6,700.0,0.5905511811023622,RDU,MIA,2450,52.205412316215636,94.98684662015326
DAL -> MCO,1014,6,973.0,0.591715976331361,DAL,MCO,2451,52.226720647773284,94.99370925311678
DEN -> FAT,1005,6,844.0,0.5970149253731344,DEN,FAT,2452,52.24802897933092,95.0005718860803
DEN -> CVG,970,6,1069.0,0.6185567010309279,DEN,CVG,2453,52.26933731088855,95.00743451904381
PDX -> BUR,958,6,817.0,0.6263048016701461,PDX,BUR,2454,52.2906456424462,95.01429715200732
DAL -> OKC,941,6,181.0,0.6376195536663124,DAL,OKC,2455,52.311953974003835,95.02115978497083
LAX -> ELP,915,6,715.0,0.6557377049180327,LAX,ELP,2456,52.333262305561476,95.02802241793434
SEA -> ONT,898,6,956.0,0.6681514476614699,SEA,ONT,2457,52.35457063711911,95.03488505089787
SEA -> FAT,883,6,748.0,0.6795016987542469,SEA,FAT,2458,52.375878968676744,95.04174768386137
TPA -> PIT,846,6,873.0,0.7092198581560284,TPA,PIT,2459,52.39718730023439,95.04861031682489
SEA -> CLT,836,6,2279.0,0.7177033492822966,SEA,CLT,2460,52.41849563179203,95.0554729497884
ACY -> FLL,817,6,977.0,0.7343941248470013,ACY,FLL,2461,52.439803963349675,95.06233558275191
IAD -> MIA,809,6,921.0,0.7416563658838072,IAD,MIA,2462,52.46111229490731,95.06919821571543
MIA -> IAD,809,6,921.0,0.7416563658838072,MIA,IAD,2463,52.48242062646494,95.07606084867895
LAX -> CLE,808,6,2052.0,0.7425742574257426,LAX,CLE,2464,52.50372895802259,95.08292348164245
ABQ -> OAK,799,6,889.0,0.7509386733416771,ABQ,OAK,2465,52.525037289580226,95.08978611460597
OAK -> ABQ,796,6,889.0,0.7537688442211055,OAK,ABQ,2466,52.54634562113787,95.09664874756947
SEA -> LGB,793,6,965.0,0.7566204287515763,SEA,LGB,2467,52.5676539526955,95.103511380533
SFO -> MDW,768,6,1855.0,0.78125,SFO,MDW,2468,52.588962284253135,95.11037401349651
ATL -> MLI,760,6,633.0,0.7894736842105263,ATL,MLI,2469,52.610270615810784,95.11723664646003
MKE -> CLE,754,6,328.0,0.7957559681697612,MKE,CLE,2470,52.63157894736842,95.12409927942353
RSW -> IND,748,6,945.0,0.8021390374331552,RSW,IND,2471,52.652887278926066,95.13096191238705
PHX -> BNA,731,6,1449.0,0.8207934336525308,PHX,BNA,2472,52.6741956104837,95.13782454535057
IAH -> SDF,726,6,788.0,0.8264462809917356,IAH,SDF,2473,52.695503942041334,95.14468717831409
DTW -> CID,725,6,430.0,0.8275862068965517,DTW,CID,2474,52.716812273598975,95.15154981127759
PDX -> ONT,723,6,838.0,0.8298755186721992,PDX,ONT,2475,52.73812060515661,95.15841244424111
DEN -> MSN,716,6,826.0,0.8379888268156425,DEN,MSN,2476,52.75942893671426,95.16527507720463
SAN -> CLT,716,6,2077.0,0.8379888268156425,SAN,CLT,2477,52.78073726827189,95.17213771016813
CLT -> ALB,705,6,646.0,0.851063829787234,CLT,ALB,2478,52.802045599829526,95.17900034313165
HNL -> DFW,697,6,3784.0,0.860832137733142,HNL,DFW,2479,52.823353931387174,95.18586297609517
CID -> DTW,690,6,430.0,0.8695652173913043,CID,DTW,2480,52.84466226294481,95.19272560905867
DAL -> BHM,684,6,587.0,0.8771929824561403,DAL,BHM,2481,52.86597059450246,95.19958824202219
BOI -> LAX,682,6,674.0,0.8797653958944283,BOI,LAX,2482,52.88727892606009,95.2064508749857
ATL -> FSM,672,6,579.0,0.8928571428571428,ATL,FSM,2483,52.90858725761773,95.21331350794921
DEN -> CID,672,6,692.0,0.8928571428571428,DEN,CID,2484,52.929895589175366,95.22017614091273
OKC -> LAS,667,6,986.0,0.8995502248875562,OKC,LAS,2485,52.951203920733,95.22703877387625
DCA -> SFO,664,6,2442.0,0.9036144578313252,DCA,SFO,2486,52.97251225229065,95.23390140683976
DTW -> GRB,656,6,287.0,0.9146341463414633,DTW,GRB,2487,52.99382058384828,95.24076403980327
LAX -> COS,647,6,833.0,0.9273570324574961,LAX,COS,2488,53.01512891540593,95.24762667276678
ORF -> DTW,645,6,529.0,0.9302325581395349,ORF,DTW,2489,53.036437246963565,95.25448930573029
HOU -> MEM,625,6,484.0,0.96,HOU,MEM,2490,53.0577455785212,95.26135193869382
BFL -> DEN,610,6,845.0,0.9836065573770493,BFL,DEN,2491,53.07905391007884,95.26821457165732
PNS -> BNA,598,6,391.0,1.0033444816053512,PNS,BNA,2492,53.100362241636475,95.27507720462084
BUF -> FLL,588,6,1165.5867346938776,1.0204081632653061,BUF,FLL,2493,53.12167057319412,95.28193983758435
ATL -> EWN,575,6,433.0,1.0434782608695654,ATL,EWN,2494,53.14297890475176,95.28880247054786
DFW -> MEI,573,6,485.0,1.0471204188481675,DFW,MEI,2495,53.16428723630939,95.29566510351138
DEN -> JMS,526,6,573.0,1.1406844106463878,DEN,JMS,2496,53.18559556786704,95.3025277364749
SJU -> IAH,525,6,2007.0,1.1428571428571428,SJU,IAH,2497,53.206903899424674,95.3093903694384
BTV -> DTW,522,6,537.0,1.1494252873563218,BTV,DTW,2498,53.22821223098232,95.31625300240192
SFO -> RDU,521,6,2400.0,1.1516314779270633,SFO,RDU,2499,53.249520562539956,95.32311563536544
SAT -> DTW,515,6,1214.0,1.1650485436893203,SAT,DTW,2500,53.27082889409759,95.32997826832896
BWI -> ABQ,511,6,1670.0,1.1741682974559686,BWI,ABQ,2501,53.29213722565523,95.33684090129246
HOU -> RDU,507,6,1050.0,1.183431952662722,HOU,RDU,2502,53.313445557212866,95.34370353425598
DFW -> OGG,504,6,3711.0,1.1904761904761905,DFW,OGG,2503,53.334753888770514,95.35056616721948
TUS -> MDW,502,6,1440.0,1.1952191235059761,TUS,MDW,2504,53.35606222032815,95.35742880018302
IAH -> GSP,501,6,837.0,1.1976047904191618,IAH,GSP,2505,53.37737055188578,95.36429143314652
MDW -> TUS,501,6,1440.0,1.1976047904191618,MDW,TUS,2506,53.39867888344343,95.37115406611004
